,sLapDistance,xCarX,xCarY,aYaw,vCar
00:25.5,1024.07,160.09,232.19,31.01,89.19
00:25.6,1025.3,159.04,231.56,29.66,87.95
00:25.6,1026.52,157.98,230.96,28.22,86.75
00:25.6,1027.71,156.92,230.4,26.63,85.46
00:25.7,1028.89,155.87,229.88,25.03,84.21
00:25.8,1030.05,154.82,229.39,23.38,82.88
00:25.8,1031.2,153.77,228.94,21.72,81.73
00:25.9,1032.32,152.72,228.52,20.19,80.6
00:25.9,1033.43,151.67,228.14,18.72,79.49
00:25.9,1034.53,150.63,227.8,17.25,78.46
00:26.0,1035.61,149.6,227.48,15.72,77.33
00:26.1,1036.68,148.57,227.2,13.97,76.26
00:26.1,1037.73,147.55,226.96,12.12,75.11
